Geneid	Chr	Start	End	Strand	Length	BC3R3
Gene_010428	Random_chr_026	184701	187215	+	2514	45
Gene_010429	Random_chr_026	187680	188381	+	701	864
Gene_010430	Random_chr_026	188597	190418	+	1821	1069
Gene_010431	Random_chr_026	190492	200049	+	9557	426
Gene_010432	Random_chr_026	200051	201721	+	1670	808
Gene_010433	Random_chr_026	201849	202546	+	697	35
Gene_010434	Random_chr_026	202727	205477	+	2750	1155
Gene_010435	Random_chr_026	205863	206855	-	992	75
Gene_010436	Random_chr_026	206997	207708	+	711	3
Gene_010437	Random_chr_026	207829	208212	+	383	12.5
Gene_010438	Random_chr_026	210332	213280	+	2948	1098
Gene_010439	Random_chr_026	213477	213887	+	410	5950
Gene_010440	Random_chr_026	214013	216121	-	2108	393
Gene_010441	Random_chr_026	218107	218478	-	371	0
Gene_010442	Random_chr_026	219259	221185	+	1926	861
Gene_010443	Random_chr_026	221409	223271	+	1862	161
Gene_010444	Random_chr_026	223365	224971	-	1606	64
Gene_010445	Random_chr_026	225147	226064	+	917	152
Gene_010446	Random_chr_026	226251	229052	+	2801	260
Gene_010447	Random_chr_026	229618	230529	-	911	20
Gene_010448	Random_chr_026	230948	233196	+	2248	90
Gene_010449	Random_chr_026	233297	233611	-	314	0
Gene_010450	Random_chr_026	234061	235069	-	1008	4898
Gene_010451	Random_chr_026	235978	237729	+	1751	1081
Gene_010452	Random_chr_026	237870	239687	+	1817	3
Gene_010453	Random_chr_026	239777	240354	-	577	151
Gene_010454	Random_chr_026	240356	240848	-	492	151
Gene_010455	Random_chr_026	241197	241754	+	557	11
Gene_010456	Random_chr_026	242061	242414	+	353	10
Gene_010457	Random_chr_026	242714	244327	+	1613	435
Gene_010458	Random_chr_026	246379	248255	+	1876	245
Gene_010459	Random_chr_026	248334	249320	+	986	1004
Gene_010460	Random_chr_026	249322	249743	-	421	654
Gene_010461	Random_chr_026	252336	253217	+	881	714
Gene_010462	Random_chr_026	253692	254669	+	977	6
Gene_010463	Random_chr_026	254892	255689	-	797	682
Gene_010464	Random_chr_026	256181	257440	-	1259	27
Gene_010465	Random_chr_026	258197	259210	-	1013	48
Gene_010466	Random_chr_026	261169	262842	-	1673	1429
Gene_010467	Random_chr_026	263124	264551	-	1427	2
Gene_010468	Random_chr_026	264644	267515	-	2871	3752
Gene_010469	Random_chr_026	267517	268111	-	594	609
Gene_010470	Random_chr_026	268776	269339	-	563	766
Gene_010471	Random_chr_026	269645	270698	+	1053	185
Gene_010472	Random_chr_026	271124	275094	+	3970	7714
Gene_010473	Random_chr_026	275153	275431	-	278	404
Gene_010474	Random_chr_026	275958	278040	+	2082	50
Gene_010475	Random_chr_026	278346	278888	+	542	2
Gene_010476	Random_chr_026	279109	280475	+	1366	74
Gene_010477	Random_chr_026	280785	281418	+	633	100
Gene_010478	Random_chr_026	281520	281708	-	188	2
Gene_010479	Random_chr_026	282270	283646	+	1376	537
Gene_010480	Random_chr_026	284905	286038	+	1133	12
Gene_010481	Random_chr_026	286251	288629	+	2378	836
Gene_010482	Random_chr_026	288893	289551	+	658	1859
Gene_010483	Random_chr_026	289750	291256	+	1506	873
Gene_010484	Random_chr_026	291561	294449	+	2888	2308
Gene_010485	Random_chr_026	294639	295904	-	1265	948
Gene_010486	Random_chr_026	296120	299618	+	3498	1174
Gene_010487	Random_chr_026	301805	302584	+	779	1065
Gene_010488	Random_chr_026	302668	304231	-	1563	549
Gene_010489	Random_chr_026	304335	305907	+	1572	1180
Gene_010490	Random_chr_026	305977	306833	-	856	160
Gene_010491	Random_chr_026	307025	307975	-	950	67
Gene_010492	Random_chr_026	309614	310885	-	1271	1945
Gene_010493	Random_chr_026	312109	313147	+	1038	179
Gene_010494	Random_chr_026	313344	313852	-	508	0
Gene_010495	Random_chr_026	314077	316640	-	2563	135
Gene_010496	Random_chr_026	318142	318375	+	233	0
Gene_010497	Random_chr_026	318563	318847	-	284	0
Gene_010498	Random_chr_026	322402	323844	-	1442	131
Gene_010499	Random_chr_026	325024	325203	-	179	6
Gene_010500	Random_chr_026	325245	327933	-	2688	60
Gene_010501	Random_chr_026	328111	328183	-	72	0
Gene_010502	Random_chr_026	328571	329714	+	1143	1000
Gene_010503	Random_chr_026	329907	331406	-	1499	611.5
Gene_010504	Random_chr_026	331844	332402	+	558	1
Gene_010505	Random_chr_026	333284	334303	+	1019	962.5
Gene_010506	Random_chr_026	334507	337102	+	2595	13
Gene_010507	Random_chr_026	337442	338661	+	1219	441
Gene_010508	Random_chr_026	338722	339584	+	862	3
Gene_010509	Random_chr_026	339634	340465	-	831	819
Gene_010510	Random_chr_026	341021	343849	+	2828	31
Gene_010511	Random_chr_026	344069	345341	+	1272	615
Gene_010512	Random_chr_026	345440	346214	+	774	860
Gene_010513	Random_chr_026	346216	346664	+	448	390
Gene_010514	Random_chr_026	347058	350181	+	3123	43
Gene_010515	Random_chr_026	350234	351361	+	1127	71
Gene_010516	Random_chr_026	351713	352503	-	790	5430
Gene_010517	Random_chr_026	352837	354715	+	1878	255
Gene_010518	Random_chr_026	357310	358017	-	707	0.17
Gene_010519	Random_chr_026	359639	361977	-	2338	3.53
Gene_010520	Random_chr_026	362427	363518	+	1091	1
Gene_010521	Random_chr_026	368346	369989	+	1643	0
Gene_010522	Random_chr_026	370411	371293	+	882	0
Gene_010523	Random_chr_026	371897	376807	+	4910	2.9
Gene_010524	Random_chr_026	377215	377832	+	617	0
Gene_010525	Random_chr_026	378303	379031	-	728	0
Gene_010526	Random_chr_026	381868	385911	+	4043	285
Gene_010527	Random_chr_026	385958	387184	-	1226	110.58
Gene_010528	Random_chr_026	387211	388001	+	790	22.33
Gene_010529	Random_chr_027	1622	2082	-	460	0
Gene_010530	Random_chr_027	2728	5065	-	2337	1350
Gene_010531	Random_chr_027	6248	6600	+	352	342
Gene_010532	Random_chr_027	6631	7534	-	903	685
Gene_010533	Random_chr_027	7736	8641	+	905	174
Gene_010534	Random_chr_027	8812	9537	+	725	458
Gene_010535	Random_chr_027	9539	11454	-	1915	138
Gene_010536	Random_chr_027	11848	14049	+	2201	2865
Gene_010537	Random_chr_027	14051	15312	-	1261	48
Gene_010538	Random_chr_027	15465	16549	+	1084	727
Gene_010539	Random_chr_027	16551	19438	+	2887	2431
Gene_010540	Random_chr_027	19509	25921	-	6412	1030
Gene_010541	Random_chr_027	26199	27926	-	1727	313
Gene_010542	Random_chr_027	28214	29938	+	1724	2323
Gene_010543	Random_chr_027	30247	31644	-	1397	18
Gene_010544	Random_chr_027	32258	32694	+	436	83
Gene_010545	Random_chr_027	32696	33861	+	1165	331
Gene_010546	Random_chr_027	34068	36375	+	2307	2233
Gene_010547	Random_chr_027	36804	38002	-	1198	800
Gene_010548	Random_chr_027	38251	39477	+	1226	29
Gene_010549	Random_chr_027	39598	40836	+	1238	768
Gene_010550	Random_chr_027	40937	43093	-	2156	0
Gene_010551	Random_chr_027	43159	43827	-	668	0
Gene_010552	Random_chr_027	44036	44692	-	656	4
Gene_010553	Random_chr_027	45243	45893	-	650	77
Gene_010554	Random_chr_027	49371	50033	+	662	4
Gene_010555	Random_chr_027	50403	51014	-	611	17
Gene_010556	Random_chr_027	52089	53594	+	1505	8715
Gene_010557	Random_chr_027	53831	58232	-	4401	3319
Gene_010558	Random_chr_027	58541	60848	-	2307	534
Gene_010559	Random_chr_027	61002	64508	-	3506	1207
Gene_010560	Random_chr_027	64647	65412	+	765	1055
Gene_010561	Random_chr_027	65600	66910	-	1310	6
Gene_010562	Random_chr_027	67450	67650	+	200	0
Gene_010563	Random_chr_027	68677	70107	-	1430	37
Gene_010564	Random_chr_027	70688	74274	-	3586	2094
Gene_010565	Random_chr_027	74473	74717	+	244	31.5
Gene_010566	Random_chr_027	75667	75897	-	230	85
Gene_010567	Random_chr_027	76167	77397	+	1230	831
Gene_010568	Random_chr_027	77749	78948	-	1199	393.03
Gene_010569	Random_chr_027	79146	80581	-	1435	368
Gene_010570	Random_chr_027	80583	81624	-	1041	276.08
Gene_010571	Random_chr_027	81874	83191	-	1317	1052.83
Gene_010572	Random_chr_027	83863	85279	-	1416	933
Gene_010573	Random_chr_027	85281	86407	-	1126	2864
Gene_010574	Random_chr_027	86755	88060	+	1305	1672
Gene_010575	Random_chr_027	88241	89428	-	1187	1432
Gene_010576	Random_chr_027	89930	91205	-	1275	680
Gene_010577	Random_chr_027	91207	91762	-	555	503
Gene_010578	Random_chr_027	91886	93718	-	1832	4
Gene_010579	Random_chr_027	94585	95832	+	1247	6
Gene_010580	Random_chr_027	95998	96370	+	372	13
Gene_010581	Random_chr_027	96372	97327	+	955	146
Gene_010582	Random_chr_027	97342	98165	-	823	1864
Gene_010583	Random_chr_027	98494	100005	-	1511	8
Gene_010584	Random_chr_027	100141	102579	-	2438	15
Gene_010585	Random_chr_027	102581	104435	-	1854	1554
Gene_010586	Random_chr_027	104572	105117	-	545	110
Gene_010587	Random_chr_027	105328	106033	+	705	21
Gene_010588	Random_chr_027	106370	107371	-	1001	0
Gene_010589	Random_chr_027	108122	109779	-	1657	891
Gene_010590	Random_chr_027	109995	111394	-	1399	171
Gene_010591	Random_chr_027	111509	114118	-	2609	2504
Gene_010592	Random_chr_027	114721	117587	+	2866	2408
Gene_010593	Random_chr_027	118033	118902	+	869	412
Gene_010594	Random_chr_027	120919	122169	+	1250	164
Gene_010595	Random_chr_027	122264	123343	-	1079	4648.67
Gene_010596	Random_chr_027	123720	124043	+	323	0
Gene_010597	Random_chr_027	124433	125785	-	1352	2763
Gene_010598	Random_chr_027	125787	126214	-	427	107
Gene_010599	Random_chr_027	126630	129645	+	3015	4461
Gene_010600	Random_chr_027	129715	131160	+	1445	8
Gene_010601	Random_chr_027	131515	132959	+	1444	273
Gene_010602	Random_chr_027	133434	135892	+	2458	1413
Gene_010603	Random_chr_027	136066	137855	-	1789	1742
Gene_010604	Random_chr_027	137857	138568	-	711	471
Gene_010605	Random_chr_027	138630	140612	+	1982	2055
Gene_010606	Random_chr_027	140614	141556	+	942	239
Gene_010607	Random_chr_027	141744	142217	+	473	3828
Gene_010608	Random_chr_027	142400	143535	+	1135	507
Gene_010609	Random_chr_027	143895	144635	+	740	29
Gene_010610	Random_chr_027	145089	154450	-	9361	4669
Gene_010611	Random_chr_027	154452	154745	+	293	192
Gene_010612	Random_chr_027	155551	157322	-	1771	1354
Gene_010613	Random_chr_027	157617	158092	+	475	250
Gene_010614	Random_chr_027	158310	160814	+	2504	1405
Gene_010615	Random_chr_027	162799	163116	-	317	3.5
Gene_010616	Random_chr_027	165827	166569	+	742	688
Gene_010617	Random_chr_027	166571	168146	-	1575	944
Gene_010618	Random_chr_027	168352	169068	-	716	402
Gene_010619	Random_chr_027	169428	170423	+	995	307
Gene_010620	Random_chr_027	170567	175023	-	4456	109
Gene_010621	Random_chr_027	177694	178615	-	921	36
Gene_010622	Random_chr_027	179099	179800	+	701	11293
Gene_010623	Random_chr_027	179881	180601	-	720	0
Gene_010624	Random_chr_027	181874	183004	+	1130	484
Gene_010625	Random_chr_027	183048	184243	-	1195	151
Gene_010626	Random_chr_027	184729	186074	+	1345	414
Gene_010627	Random_chr_027	186477	187121	-	644	317
Gene_010628	Random_chr_027	188986	190994	-	2008	112.17
Gene_010629	Random_chr_027	194112	196195	-	2083	951.17
Gene_010630	Random_chr_027	196251	196841	-	590	382
Gene_010631	Random_chr_027	197315	200287	+	2972	1278
Gene_010632	Random_chr_027	200487	201458	-	971	18
Gene_010633	Random_chr_027	202515	203342	-	827	0
Gene_010634	Random_chr_027	203427	203585	+	158	0
Gene_010635	Random_chr_027	204259	204510	+	251	9
Gene_010636	Random_chr_027	204745	206041	-	1296	779
Gene_010637	Random_chr_027	207137	207295	-	158	18
Gene_010638	Random_chr_027	208123	208314	-	191	7
Gene_010639	Random_chr_027	210859	214073	+	3214	362
Gene_010640	Random_chr_027	214305	214917	-	612	940.5
Gene_010641	Random_chr_027	215023	215656	-	633	55
Gene_010642	Random_chr_027	216517	217755	+	1238	5605
Gene_010643	Random_chr_027	217811	218908	-	1097	451
Gene_010644	Random_chr_027	218910	219925	-	1015	440
Gene_010645	Random_chr_027	220003	221711	+	1708	9263
Gene_010646	Random_chr_027	221743	224921	-	3178	697
Gene_010647	Random_chr_027	226146	226388	-	242	11
Gene_010648	Random_chr_027	226607	227725	+	1118	1546
Gene_010649	Random_chr_027	231211	233057	-	1846	14333
Gene_010650	Random_chr_027	233159	234587	+	1428	422
Gene_010651	Random_chr_027	234929	236500	+	1571	28
Gene_010652	Random_chr_027	236610	237343	+	733	0
Gene_010653	Random_chr_027	237601	238959	+	1358	1022
Gene_010654	Random_chr_027	240152	241049	-	897	880
Gene_010655	Random_chr_027	242193	243065	+	872	1
Gene_010656	Random_chr_027	243920	244349	+	429	816
Gene_010657	Random_chr_027	244423	245917	+	1494	25
Gene_010658	Random_chr_027	249770	254212	-	4442	209
Gene_010659	Random_chr_027	254380	259319	-	4939	0
Gene_010660	Random_chr_027	259658	264619	-	4961	31
Gene_010661	Random_chr_027	264796	269723	-	4927	25
Gene_010662	Random_chr_027	269877	274875	-	4998	21
Gene_010663	Random_chr_027	275272	276787	+	1515	141.5
Gene_010664	Random_chr_027	276958	278822	+	1864	419.33
Gene_010665	Random_chr_027	279554	280403	+	849	1699
Gene_010666	Random_chr_027	280405	281226	+	821	232
Gene_010667	Random_chr_027	281330	281861	-	531	1
Gene_010668	Random_chr_027	282112	282440	+	328	0
Gene_010669	Random_chr_027	282785	283078	+	293	382
Gene_010670	Random_chr_027	283164	283772	-	608	291
Gene_010671	Random_chr_027	284366	285684	+	1318	13
Gene_010672	Random_chr_027	286072	289919	+	3847	1604
Gene_010673	Random_chr_027	290145	291809	-	1664	61
Gene_010674	Random_chr_027	292128	292649	+	521	549
Gene_010675	Random_chr_027	292906	293683	+	777	990
Gene_010676	Random_chr_027	293902	295472	+	1570	734
Gene_010677	Random_chr_027	295629	296482	+	853	665
Gene_010678	Random_chr_027	296623	297753	+	1130	17
Gene_010679	Random_chr_027	298908	300692	+	1784	1
Gene_010680	Random_chr_027	301200	301361	+	161	2
Gene_010681	Random_chr_027	301594	301928	-	334	0
Gene_010682	Random_chr_027	301930	302373	-	443	30
Gene_010683	Random_chr_027	302375	304063	-	1688	349
Gene_010684	Random_chr_027	304065	305715	-	1650	222
Gene_010685	Random_chr_027	305901	306975	-	1074	3
Gene_010686	Random_chr_027	307436	308091	+	655	8
Gene_010687	Random_chr_027	308667	310562	-	1895	9
Gene_010688	Random_chr_027	311543	312625	-	1082	1813
Gene_010689	Random_chr_027	312782	313743	+	961	44
Gene_010690	Random_chr_027	316451	317098	-	647	7
Gene_010691	Random_chr_027	318698	319042	+	344	25
Gene_010692	Random_chr_027	319328	319654	+	326	4
Gene_010693	Random_chr_027	319815	320060	-	245	0
Gene_010694	Random_chr_027	322311	323526	+	1215	117
Gene_010695	Random_chr_027	323817	324167	+	350	97
Gene_010696	Random_chr_027	324289	325805	+	1516	4
Gene_010697	Random_chr_027	325807	326211	-	404	761
Gene_010698	Random_chr_027	326213	327646	+	1433	1536
Gene_010699	Random_chr_027	327911	329119	-	1208	630
Gene_010700	Random_chr_027	329997	331607	+	1610	14
Gene_010701	Random_chr_027	331881	333718	-	1837	1127
Gene_010702	Random_chr_027	334125	335252	+	1127	7
Gene_010703	Random_chr_027	335368	337390	+	2022	89
Gene_010704	Random_chr_027	339229	339807	+	578	15
Gene_010705	Random_chr_027	339854	340451	-	597	298
Gene_010706	Random_chr_027	340453	341453	-	1000	266
Gene_010707	Random_chr_027	341515	343482	+	1967	335
Gene_010708	Random_chr_027	343595	344333	-	738	104
Gene_010709	Random_chr_027	345693	345842	-	149	9
Gene_010710	Random_chr_027	348637	351780	+	3143	3
Gene_010711	Random_chr_027	351782	352477	-	695	75
Gene_010712	Random_chr_027	353221	354856	+	1635	3414
Gene_010713	Random_chr_027	354989	356216	-	1227	112
Gene_010714	Random_chr_027	356448	357026	-	578	10011
Gene_010715	Random_chr_027	358215	359935	+	1720	2825
Gene_010716	Random_chr_027	360381	361583	+	1202	209
Gene_010717	Random_chr_027	361626	362305	-	679	805
Gene_010718	Random_chr_027	362711	363088	+	377	19
Gene_010719	Random_chr_027	363957	365713	+	1756	2790
Gene_010720	Random_chr_027	366833	368329	-	1496	33
Gene_010721	Random_chr_027	369200	369466	+	266	0
Gene_010722	Random_chr_027	370109	370696	-	587	0
Gene_010723	Random_chr_028	1	3327	-	3326	71.68
Gene_010724	Random_chr_028	3571	4422	-	851	397
Gene_010725	Random_chr_028	5643	6468	+	825	41
Gene_010726	Random_chr_028	6687	7333	+	646	35
Gene_010727	Random_chr_028	7495	8169	-	674	389
Gene_010728	Random_chr_028	8391	8695	+	304	14
Gene_010729	Random_chr_028	8752	9438	-	686	1884
Gene_010730	Random_chr_028	9507	10306	+	799	201
Gene_010731	Random_chr_028	10405	10974	-	569	337
Gene_010732	Random_chr_028	12287	12565	-	278	0
Gene_010733	Random_chr_028	13499	14002	-	503	233
Gene_010734	Random_chr_028	14610	15143	-	533	9
Gene_010735	Random_chr_028	15328	15606	-	278	4
Gene_010736	Random_chr_028	20969	21643	-	674	0.5
Gene_010737	Random_chr_028	22037	24375	+	2338	0
Gene_010738	Random_chr_028	25997	26704	+	707	0.17
Gene_010739	Random_chr_028	27617	29106	-	1489	939
Gene_010740	Random_chr_028	29509	30589	+	1080	995
Gene_010741	Random_chr_028	30591	30827	+	236	28
Gene_010742	Random_chr_028	31455	33496	+	2041	486
Gene_010743	Random_chr_028	33541	34893	-	1352	1444
Gene_010744	Random_chr_028	35284	36819	-	1535	1
Gene_010745	Random_chr_028	38314	38690	+	376	91
Gene_010746	Random_chr_028	38800	43848	+	5048	6
Gene_010747	Random_chr_028	43987	46178	-	2191	1533
Gene_010748	Random_chr_028	46375	46737	-	362	86
Gene_010749	Random_chr_028	47258	52011	+	4753	2462
Gene_010750	Random_chr_028	52042	52644	-	602	171
Gene_010751	Random_chr_028	53493	54553	-	1060	535
Gene_010752	Random_chr_028	54994	57750	+	2756	758
Gene_010753	Random_chr_028	57874	59115	+	1241	131
Gene_010754	Random_chr_028	59274	59705	+	431	0
Gene_010755	Random_chr_028	60454	61851	+	1397	401
Gene_010756	Random_chr_028	61992	62643	-	651	5
Gene_010757	Random_chr_028	62827	64100	+	1273	4
Gene_010758	Random_chr_028	64486	64924	+	438	1
Gene_010759	Random_chr_028	67691	75351	-	7660	3857
Gene_010760	Random_chr_028	75796	77814	-	2018	0
Gene_010761	Random_chr_028	81101	83458	+	2357	9030
Gene_010762	Random_chr_028	83588	85216	+	1628	107
Gene_010763	Random_chr_028	85394	86135	+	741	142
Gene_010764	Random_chr_028	86333	87575	-	1242	2066
Gene_010765	Random_chr_028	88017	92284	+	4267	444
Gene_010766	Random_chr_028	92458	93015	-	557	22
Gene_010767	Random_chr_028	93271	95392	+	2121	1549
Gene_010768	Random_chr_028	95394	95905	-	511	251.5
Gene_010769	Random_chr_028	95907	96686	-	779	243
Gene_010770	Random_chr_028	96689	98088	+	1399	421
Gene_010771	Random_chr_028	98142	99404	-	1262	274
Gene_010772	Random_chr_028	99664	101017	+	1353	403
Gene_010773	Random_chr_028	101260	102342	+	1082	185
Gene_010774	Random_chr_028	103225	104921	+	1696	1483
Gene_010775	Random_chr_028	107673	108761	+	1088	158.5
Gene_010776	Random_chr_028	108911	110679	+	1768	29.08
Gene_010777	Random_chr_028	116213	116799	+	586	0
Gene_010778	Random_chr_028	117688	120247	+	2559	162.33
Gene_010779	Random_chr_028	122486	125146	-	2660	466.03
Gene_010780	Random_chr_028	128075	130959	+	2884	503.25
Gene_010781	Random_chr_028	132317	132514	+	197	0
Gene_010782	Random_chr_028	137851	138332	-	481	0
Gene_010783	Random_chr_028	138526	140347	-	1821	0
Gene_010784	Random_chr_028	140853	141410	+	557	1
Gene_010785	Random_chr_028	141535	142131	+	596	0
Gene_010786	Random_chr_028	142262	152438	-	10176	59.75
Gene_010787	Random_chr_028	152549	153287	+	738	44.33
Gene_010788	Random_chr_028	154133	154330	+	197	0
Gene_010789	Random_chr_028	154433	154681	+	248	0.67
Gene_010790	Random_chr_028	156189	156878	-	689	633
Gene_010791	Random_chr_028	157072	159108	-	2036	2106
Gene_010792	Random_chr_028	159818	161781	+	1963	289
Gene_010793	Random_chr_028	161783	162453	+	670	25
Gene_010794	Random_chr_028	162802	163623	+	821	160
Gene_010795	Random_chr_028	163946	165850	+	1904	2970
Gene_010796	Random_chr_028	165852	167272	-	1420	4
Gene_010797	Random_chr_028	168121	168993	+	872	33
Gene_010798	Random_chr_028	169201	170904	-	1703	854
Gene_010799	Random_chr_028	171511	173092	-	1581	552
Gene_010800	Random_chr_028	173457	175173	+	1716	12
Gene_010801	Random_chr_028	175778	176233	+	455	12
Gene_010802	Random_chr_028	176300	177433	+	1133	43
Gene_010803	Random_chr_028	178017	178288	+	271	6
Gene_010804	Random_chr_028	178290	180306	+	2016	53
Gene_010805	Random_chr_028	180391	181377	+	986	30
Gene_010806	Random_chr_028	181379	182143	+	764	21
Gene_010807	Random_chr_028	182145	182823	+	678	12
Gene_010808	Random_chr_028	183124	185465	+	2341	191
Gene_010809	Random_chr_028	185467	185927	-	460	110
Gene_010810	Random_chr_028	188298	191256	-	2958	251
Gene_010811	Random_chr_028	191580	191957	-	377	0
Gene_010812	Random_chr_028	192142	194600	-	2458	44
Gene_010813	Random_chr_028	194899	197050	-	2151	45
Gene_010814	Random_chr_028	197246	199022	-	1776	33
Gene_010815	Random_chr_028	199602	200339	-	737	34
Gene_010816	Random_chr_028	200764	202617	-	1853	103.67
Gene_010817	Random_chr_028	202908	205641	-	2733	61.61
Gene_010818	Random_chr_028	205841	208574	-	2733	61.61
Gene_010819	Random_chr_028	208743	210204	-	1461	1533.11
Gene_010820	Random_chr_028	210537	211655	+	1118	1177
Gene_010821	Random_chr_028	212329	212826	-	497	19
Gene_010822	Random_chr_028	213240	214257	+	1017	17
Gene_010823	Random_chr_028	214342	216465	+	2123	257
Gene_010824	Random_chr_028	216467	217902	+	1435	87
Gene_010825	Random_chr_028	218123	222434	+	4311	4197
Gene_010826	Random_chr_028	222449	224882	-	2433	348
Gene_010827	Random_chr_028	227044	229762	+	2718	45.07
Gene_010828	Random_chr_028	229764	232207	+	2443	527.9
Gene_010829	Random_chr_028	232209	233382	+	1173	527.95
Gene_010830	Random_chr_028	233533	234531	+	998	125
Gene_010831	Random_chr_028	235501	236949	+	1448	402
Gene_010832	Random_chr_028	237385	239202	-	1817	7
Gene_010833	Random_chr_028	239631	245803	-	6172	3
Gene_010834	Random_chr_028	246205	246795	+	590	95
Gene_010835	Random_chr_028	249989	251072	+	1083	3
Gene_010836	Random_chr_028	252110	252752	+	642	89
Gene_010837	Random_chr_028	252754	253659	-	905	958
Gene_010838	Random_chr_028	253853	255457	-	1604	397
Gene_010839	Random_chr_028	256797	257647	-	850	757
Gene_010840	Random_chr_028	257649	258753	-	1104	88
Gene_010841	Random_chr_028	259041	259478	+	437	3
Gene_010842	Random_chr_028	259782	260695	-	913	20
Gene_010843	Random_chr_028	261745	261936	-	191	2
Gene_010844	Random_chr_028	263447	264150	+	703	33
Gene_010845	Random_chr_028	264266	265161	-	895	11
Gene_010846	Random_chr_028	265410	268132	-	2722	1467
Gene_010847	Random_chr_028	269135	270465	+	1330	39
Gene_010848	Random_chr_028	270715	272492	+	1777	777
Gene_010849	Random_chr_028	272761	276887	-	4126	21
Gene_010850	Random_chr_028	277179	277457	-	278	17
Gene_010851	Random_chr_028	277817	279242	+	1425	1584
Gene_010852	Random_chr_028	279853	282395	-	2542	33
Gene_010853	Random_chr_028	282829	283299	-	470	33
Gene_010854	Random_chr_028	283848	285725	-	1877	226
Gene_010855	Random_chr_028	286385	288169	+	1784	915
Gene_010856	Random_chr_028	288622	290676	-	2054	1172
Gene_010857	Random_chr_028	292758	293059	-	301	19.5
Gene_010858	Random_chr_028	294533	294910	+	377	0
Gene_010859	Random_chr_028	296923	298457	+	1534	312
Gene_010860	Random_chr_028	300499	300716	-	217	234
Gene_010861	Random_chr_028	301170	301445	+	275	2
Gene_010862	Random_chr_028	301700	304716	+	3016	451
Gene_010863	Random_chr_028	304794	307195	+	2401	631
Gene_010864	Random_chr_028	307197	307589	-	392	304
Gene_010865	Random_chr_028	307976	309437	-	1461	4
Gene_010866	Random_chr_028	310043	310248	-	205	3
Gene_010867	Random_chr_028	313490	313741	-	251	427
Gene_010868	Random_chr_028	314363	314584	-	221	18
Gene_010869	Random_chr_028	317865	318272	-	407	305
Gene_010870	Random_chr_028	318798	320128	-	1330	809
Gene_010871	Random_chr_028	320656	320904	-	248	106
Gene_010872	Random_chr_028	321163	323066	-	1903	910.83
Gene_010873	Random_chr_028	324796	326587	-	1791	59.33
Gene_010874	Random_chr_028	328576	330289	+	1713	3
Gene_010875	Random_chr_028	330560	333550	+	2990	603
Gene_010876	Random_chr_028	333885	335763	+	1878	14
Gene_010877	Random_chr_028	335846	336160	+	314	0
Gene_010878	Random_chr_028	336310	336974	-	664	1
Gene_010879	Random_chr_028	338144	340165	+	2021	117
Gene_010880	Random_chr_028	340193	340685	-	492	1421
Gene_010881	Random_chr_028	340963	341484	+	521	85
Gene_010882	Random_chr_028	341555	342181	-	626	4
Gene_010883	Random_chr_028	342587	343987	-	1400	103
Gene_010884	Random_chr_028	344513	344797	-	284	0
Gene_010885	Random_chr_028	345370	345951	+	581	2
Gene_010886	Random_chr_028	346037	346845	-	808	5
Gene_010887	Random_chr_028	348524	348928	+	404	0
Gene_010888	Random_chr_028	349970	350185	+	215	0
Gene_010889	Random_chr_028	350647	352637	-	1990	53.33
Gene_010890	Random_chr_028	353034	353597	-	563	0
Gene_010891	Random_chr_028	355250	355654	+	404	0
Gene_010892	Random_chr_028	356070	357497	+	1427	15
Gene_010893	Random_chr_028	357688	358302	+	614	1
Gene_010894	Random_chr_028	358395	359132	-	737	428
Gene_010895	Random_chr_028	359723	361753	+	2030	881
Gene_010896	Random_chr_028	363167	365015	-	1848	0
Gene_010897	Random_chr_029	150	713	+	563	557
Gene_010898	Random_chr_029	1969	2935	-	966	301
Gene_010899	Random_chr_029	3206	6464	+	3258	311
Gene_010900	Random_chr_029	6772	8255	+	1483	363
Gene_010901	Random_chr_029	9110	9769	-	659	1
Gene_010902	Random_chr_029	9905	10096	-	191	0
Gene_010903	Random_chr_029	11446	11604	-	158	1
Gene_010904	Random_chr_029	12348	12647	+	299	236
Gene_010905	Random_chr_029	12750	13967	-	1217	16
Gene_010906	Random_chr_029	14038	14713	-	675	0
Gene_010907	Random_chr_029	14870	15301	-	431	1
Gene_010908	Random_chr_029	15375	16397	-	1022	0
Gene_010909	Random_chr_029	17615	18417	-	802	3725
Gene_010910	Random_chr_029	18768	21574	+	2806	4379
Gene_010911	Random_chr_029	21767	25387	-	3620	115
Gene_010912	Random_chr_029	27086	27688	+	602	1543
Gene_010913	Random_chr_029	27910	28361	+	451	56
Gene_010914	Random_chr_029	28546	30564	-	2018	1179
Gene_010915	Random_chr_029	30888	31994	+	1106	127
Gene_010916	Random_chr_029	32900	34190	-	1290	65
Gene_010917	Random_chr_029	34668	36038	-	1370	527
Gene_010918	Random_chr_029	38439	39910	-	1471	191
Gene_010919	Random_chr_029	40103	40794	-	691	66
Gene_010920	Random_chr_029	41128	42078	+	950	13
Gene_010921	Random_chr_029	42759	46175	+	3416	96
Gene_010922	Random_chr_029	46582	46925	+	343	315
Gene_010923	Random_chr_029	47372	48139	+	767	1
Gene_010924	Random_chr_029	48464	49135	+	671	64
Gene_010925	Random_chr_029	49884	50642	+	758	234
Gene_010926	Random_chr_029	51349	52161	+	812	0
Gene_010927	Random_chr_029	52480	57648	+	5168	1533
Gene_010928	Random_chr_029	57650	60587	-	2937	2521
