Geneid	Chr	Start	End	Strand	Length	AC3R1
Gene_008894	Random_Chr_019	341362	342949	-	1587	2402
Gene_008895	Random_Chr_019	343232	345684	+	2452	640
Gene_008896	Random_Chr_019	345686	349557	-	3871	101
Gene_008897	Random_Chr_019	349779	350906	-	1127	42.73
Gene_008898	Random_Chr_019	351787	351904	-	117	2
Gene_008899	Random_Chr_019	353820	354336	+	516	474
Gene_008900	Random_Chr_019	354367	355245	-	878	322
Gene_008901	Random_Chr_019	356121	357484	+	1363	5315
Gene_008902	Random_Chr_019	358105	358392	+	287	0
Gene_008903	Random_Chr_019	358861	358977	+	116	0
Gene_008904	Random_Chr_019	359875	361002	+	1127	53.57
Gene_008905	Random_Chr_019	361097	362518	-	1421	1823
Gene_008906	Random_Chr_019	362918	364344	+	1426	692
Gene_008907	Random_Chr_019	364771	365905	+	1134	678
Gene_008908	Random_Chr_019	366217	367586	+	1369	2084
Gene_008909	Random_Chr_019	368829	371270	-	2441	2177
Gene_008910	Random_Chr_019	371702	372514	+	812	616
Gene_008911	Random_Chr_019	372717	374588	+	1871	8690
Gene_008912	Random_Chr_019	374994	376592	-	1598	12187
Gene_008913	Random_Chr_019	377022	379728	+	2706	6293
Gene_008914	Random_Chr_019	379754	382252	-	2498	504
Gene_008915	Random_Chr_019	384166	387708	+	3542	4
Gene_008916	Random_Chr_019	388574	391999	-	3425	268
Gene_008917	Random_Chr_019	392299	394721	+	2422	65
Gene_008918	Random_Chr_019	394770	396287	-	1517	1091
Gene_008919	Random_Chr_019	396507	397987	+	1480	26
Gene_008920	Random_Chr_019	398081	399050	-	969	676
Gene_008921	Random_Chr_019	399239	399988	-	749	3937
Gene_008922	Random_Chr_019	400138	400854	-	716	308
Gene_008923	Random_Chr_019	403411	404011	+	600	101
Gene_008924	Random_Chr_019	404803	406923	+	2120	46
Gene_008925	Random_Chr_019	407206	409227	-	2021	1412
Gene_008926	Random_Chr_019	409516	411386	+	1870	13
Gene_008927	Random_Chr_019	414677	415696	+	1019	145
Gene_008928	Random_Chr_019	416145	416363	+	218	9
Gene_008929	Random_Chr_019	416423	417822	-	1399	17
Gene_008930	Random_Chr_019	418120	419194	+	1074	285
Gene_008931	Random_Chr_019	419339	421165	-	1826	989
Gene_008932	Random_Chr_019	423288	423850	-	562	48
Gene_008933	Random_Chr_019	426066	426230	+	164	3
Gene_008934	Random_Chr_019	427140	427256	-	116	0
Gene_008935	Random_Chr_019	431416	431565	+	149	18
Gene_008936	Random_Chr_019	431604	432186	-	582	11
Gene_008937	Random_Chr_019	432188	433183	-	995	25
Gene_008938	Random_Chr_019	433669	433860	-	191	3
Gene_008939	Random_Chr_019	434399	434984	-	585	147.63
Gene_008940	Random_Chr_019	435137	436606	+	1469	162.5
Gene_008941	Random_Chr_019	437005	439875	+	2870	1077.5
Gene_008942	Random_Chr_019	441088	441851	-	763	232
Gene_008943	Random_Chr_019	441916	442818	-	902	179
Gene_008944	Random_Chr_019	443625	445607	-	1982	925
Gene_008945	Random_Chr_019	445861	446214	+	353	9
Gene_008946	Random_Chr_019	446357	447409	+	1052	36
Gene_008947	Random_Chr_019	447606	448217	-	611	935
Gene_008948	Random_Chr_019	448840	449623	+	783	1401
Gene_008949	Random_Chr_019	449745	450422	-	677	88
Gene_008950	Random_Chr_019	450587	452502	+	1915	1245
Gene_008951	Random_Chr_019	452696	453526	-	830	401
Gene_008952	Random_Chr_019	453683	454324	-	641	1095
Gene_008953	Random_Chr_019	454605	454992	+	387	65
Gene_008954	Random_Chr_019	455247	456731	-	1484	3477
Gene_008955	Random_Chr_019	456953	457897	-	944	575
Gene_008956	Random_Chr_019	458010	460602	+	2592	3798
Gene_008957	Random_Chr_019	460873	461705	-	832	1034
Gene_008958	Random_Chr_019	461901	462984	-	1083	753
Gene_008959	Random_Chr_019	463973	465513	-	1540	188
Gene_008960	Random_Chr_019	466514	466585	-	71	1
Gene_008961	Random_Chr_019	467283	468081	+	798	693
Gene_008962	Random_Chr_019	468177	471150	-	2973	1
Gene_008963	Random_Chr_019	472384	472501	+	117	0
Gene_008964	Random_Chr_019	473334	473621	+	287	4.5
Gene_008965	Random_Chr_019	475253	475402	+	149	2
Gene_008966	Random_Chr_019	476077	476825	-	748	1
Gene_008967	Random_Chr_019	480156	482494	+	2338	2.33
Gene_008968	Random_Chr_019	488317	488604	-	287	5.5
Gene_008969	Random_Chr_019	490099	491042	-	943	112
Gene_008970	Random_Chr_019	491446	493104	-	1658	1582
Gene_008971	Random_Chr_019	493449	497397	+	3948	788
Gene_008972	Random_Chr_019	499610	501292	+	1682	2598
Gene_008973	Random_Chr_019	501573	503435	+	1862	106
Gene_008974	Random_Chr_019	503558	504151	-	593	10986
Gene_008975	Random_Chr_019	504354	506106	-	1752	347
Gene_008976	Random_Chr_019	506163	506823	-	660	142
Gene_008977	Random_Chr_019	506952	507122	-	170	67
Gene_008978	Random_Chr_019	507971	509219	-	1248	2
Gene_008979	Random_Chr_020	3121	3991	-	870	464
Gene_008980	Random_Chr_020	5022	6029	-	1007	1042
Gene_008981	Random_Chr_020	8883	10026	-	1143	652.68
Gene_008982	Random_Chr_020	11955	13374	-	1419	881.5
Gene_008983	Random_Chr_020	13806	14399	+	593	10
Gene_008984	Random_Chr_020	14648	16220	-	1572	1477
Gene_008985	Random_Chr_020	17298	18165	-	867	8
Gene_008986	Random_Chr_020	18730	20587	+	1857	29
Gene_008987	Random_Chr_020	21318	22767	-	1449	536
Gene_008988	Random_Chr_020	25485	26051	-	566	1435
Gene_008989	Random_Chr_020	26237	27533	+	1296	358
Gene_008990	Random_Chr_020	31671	32496	+	825	334
Gene_008991	Random_Chr_020	32498	33411	+	913	438
Gene_008992	Random_Chr_020	33810	36656	-	2846	230
Gene_008993	Random_Chr_020	37438	38805	-	1367	24.17
Gene_008994	Random_Chr_020	42838	44538	+	1700	498.67
Gene_008995	Random_Chr_020	48336	48583	-	247	244
Gene_008996	Random_Chr_020	50241	51786	+	1545	564.17
Gene_008997	Random_Chr_020	52818	54185	-	1367	245.67
Gene_008998	Random_Chr_020	55488	58760	+	3272	31
Gene_008999	Random_Chr_020	60297	60578	+	281	0
Gene_009000	Random_Chr_020	60750	61430	-	680	0
Gene_009001	Random_Chr_020	62059	63737	-	1678	32
Gene_009002	Random_Chr_020	64370	65818	+	1448	69
Gene_009003	Random_Chr_020	65928	66236	+	308	11
Gene_009004	Random_Chr_020	66420	66875	+	455	23
Gene_009005	Random_Chr_020	67506	68622	-	1116	8
Gene_009006	Random_Chr_020	69134	74683	-	5549	321
Gene_009007	Random_Chr_020	75447	76480	+	1033	130
Gene_009008	Random_Chr_020	76652	78978	+	2326	39
Gene_009009	Random_Chr_020	78980	80408	-	1428	1431
Gene_009010	Random_Chr_020	80837	82871	-	2034	993
Gene_009011	Random_Chr_020	83069	84334	+	1265	713
Gene_009012	Random_Chr_020	85356	86057	+	701	33.33
Gene_009013	Random_Chr_020	87124	87589	+	465	645
Gene_009014	Random_Chr_020	87591	88329	+	738	1664
Gene_009015	Random_Chr_020	89608	89961	+	353	42
Gene_009016	Random_Chr_020	90005	91903	-	1898	788
Gene_009017	Random_Chr_020	92683	95652	+	2969	2
Gene_009018	Random_Chr_020	98094	99715	+	1621	143
Gene_009019	Random_Chr_020	102495	103757	+	1262	69
Gene_009020	Random_Chr_020	104028	105299	+	1271	116
Gene_009021	Random_Chr_020	105861	108180	-	2319	40
Gene_009022	Random_Chr_020	109298	109912	-	614	267
Gene_009023	Random_Chr_020	112726	119505	+	6779	2281
Gene_009024	Random_Chr_020	124304	139130	-	14826	9516
Gene_009025	Random_Chr_020	139747	140025	+	278	0
Gene_009026	Random_Chr_020	140770	141543	-	773	604
Gene_009027	Random_Chr_020	142039	142956	-	917	5
Gene_009028	Random_Chr_020	143136	143502	-	366	0
Gene_009029	Random_Chr_020	146455	147805	+	1350	540
Gene_009030	Random_Chr_020	148458	149043	+	585	6
Gene_009031	Random_Chr_020	150470	151898	+	1428	2
Gene_009032	Random_Chr_020	152031	155928	-	3897	1506
Gene_009033	Random_Chr_020	156285	158000	-	1715	56
Gene_009034	Random_Chr_020	158717	159682	-	965	40
Gene_009035	Random_Chr_020	160046	160345	-	299	5
Gene_009036	Random_Chr_020	160608	162295	-	1687	4
Gene_009037	Random_Chr_020	162389	162655	-	266	3
Gene_009038	Random_Chr_020	162728	162901	+	173	0
Gene_009039	Random_Chr_020	164108	166007	+	1899	2
Gene_009040	Random_Chr_020	166208	166601	+	393	33
Gene_009041	Random_Chr_020	166648	167370	+	722	113
Gene_009042	Random_Chr_020	167473	167718	+	245	31
Gene_009043	Random_Chr_020	168094	169019	-	925	10
Gene_009044	Random_Chr_020	169260	170024	+	764	54
Gene_009045	Random_Chr_020	170247	171416	+	1169	342
Gene_009046	Random_Chr_020	171973	172233	+	260	1
Gene_009047	Random_Chr_020	172534	173022	-	488	4
Gene_009048	Random_Chr_020	173568	174563	-	995	3
Gene_009049	Random_Chr_020	174707	175072	-	365	1
Gene_009050	Random_Chr_020	175492	177694	-	2202	5
Gene_009051	Random_Chr_020	178173	178685	-	512	1738
Gene_009052	Random_Chr_020	181989	182183	-	194	0.5
Gene_009053	Random_Chr_020	184617	185192	-	575	2.5
Gene_009054	Random_Chr_020	186504	186800	+	296	156
Gene_009055	Random_Chr_020	186976	188627	+	1651	2742
Gene_009056	Random_Chr_020	188757	189747	-	990	54
Gene_009057	Random_Chr_020	189886	192355	-	2469	1052
Gene_009058	Random_Chr_020	192400	193194	+	794	55
Gene_009059	Random_Chr_020	193851	194816	+	965	7
Gene_009060	Random_Chr_020	195249	195614	+	365	8.33
Gene_009061	Random_Chr_020	195696	196013	-	317	130
Gene_009062	Random_Chr_020	196687	198272	+	1585	1
Gene_009063	Random_Chr_020	198430	199331	+	901	114
Gene_009064	Random_Chr_020	200262	200639	+	377	19
Gene_009065	Random_Chr_020	200939	202275	+	1336	3
Gene_009066	Random_Chr_020	202334	203439	-	1105	351
Gene_009067	Random_Chr_020	204000	204072	+	72	0
Gene_009068	Random_Chr_020	204806	204878	+	72	5
Gene_009069	Random_Chr_020	204951	206405	+	1454	1007
Gene_009070	Random_Chr_020	206591	207744	+	1153	903
Gene_009071	Random_Chr_020	207746	208416	+	670	5
Gene_009072	Random_Chr_020	208582	209580	+	998	1
Gene_009073	Random_Chr_020	209703	210026	+	323	0
Gene_009074	Random_Chr_020	210686	211060	+	374	0
Gene_009075	Random_Chr_020	212638	212710	+	72	0
Gene_009076	Random_Chr_020	213449	213625	-	176	1
Gene_009077	Random_Chr_020	215374	216272	+	898	11
Gene_009078	Random_Chr_020	216274	220487	-	4213	3177
Gene_009079	Random_Chr_020	220489	224323	-	3834	2178
Gene_009080	Random_Chr_020	225649	227404	-	1755	148
Gene_009081	Random_Chr_020	227586	229350	+	1764	732
Gene_009082	Random_Chr_020	229352	230356	-	1004	2956
Gene_009083	Random_Chr_020	230716	232370	+	1654	543
Gene_009084	Random_Chr_020	232437	233813	-	1376	568
Gene_009085	Random_Chr_020	234289	234893	+	604	1331
Gene_009086	Random_Chr_020	234895	236204	-	1309	510
Gene_009087	Random_Chr_020	236490	237050	+	560	963
Gene_009088	Random_Chr_020	237146	240019	-	2873	478
Gene_009089	Random_Chr_020	240021	240525	+	504	350
Gene_009090	Random_Chr_020	241483	243895	+	2412	1333.5
Gene_009091	Random_Chr_020	244586	246920	+	2334	715
Gene_009092	Random_Chr_020	252824	252982	-	158	0
Gene_009093	Random_Chr_020	253219	255000	-	1781	109
Gene_009094	Random_Chr_020	255850	256629	+	779	674
Gene_009095	Random_Chr_020	258248	258982	-	734	13
Gene_009096	Random_Chr_020	259277	259368	+	91	0
Gene_009097	Random_Chr_020	259620	259954	+	334	96
Gene_009098	Random_Chr_020	260003	260919	-	916	167
Gene_009099	Random_Chr_020	261530	262302	+	772	617
Gene_009100	Random_Chr_020	262515	263872	-	1357	672
Gene_009101	Random_Chr_020	263951	264598	-	647	2
Gene_009102	Random_Chr_020	264655	265785	-	1130	54
Gene_009103	Random_Chr_020	265852	266976	-	1124	0
Gene_009104	Random_Chr_020	267352	268455	-	1103	5
Gene_009105	Random_Chr_020	268735	269723	-	988	145
Gene_009106	Random_Chr_020	269918	272598	-	2680	4870
Gene_009107	Random_Chr_020	272959	273555	+	596	93
Gene_009108	Random_Chr_020	273860	274307	-	447	8535
Gene_009109	Random_Chr_020	274530	277219	+	2689	2465
Gene_009110	Random_Chr_020	277521	279111	+	1590	119
Gene_009111	Random_Chr_020	279113	280156	-	1043	289
Gene_009112	Random_Chr_020	280260	281706	+	1446	197
Gene_009113	Random_Chr_020	282012	282455	-	443	324
Gene_009114	Random_Chr_020	283185	284240	+	1055	492
Gene_009115	Random_Chr_020	284309	285104	-	795	800
Gene_009116	Random_Chr_020	285535	288471	-	2936	4467
Gene_009117	Random_Chr_020	288700	289387	+	687	37
Gene_009118	Random_Chr_020	289838	290466	+	628	830
Gene_009119	Random_Chr_020	290688	291792	+	1104	2584
Gene_009120	Random_Chr_020	293387	294127	+	740	1131
Gene_009121	Random_Chr_020	295417	298527	+	3110	31
Gene_009122	Random_Chr_020	299259	301216	+	1957	2133
Gene_009123	Random_Chr_020	301782	301854	-	72	0
Gene_009124	Random_Chr_020	302031	303559	+	1528	106
Gene_009125	Random_Chr_020	303630	304109	-	479	12468
Gene_009126	Random_Chr_020	304333	305485	+	1152	443
Gene_009127	Random_Chr_020	306256	306723	+	467	366
Gene_009128	Random_Chr_020	306867	307915	-	1048	2607.17
Gene_009129	Random_Chr_020	307981	308259	-	278	621
Gene_009130	Random_Chr_020	308903	310289	-	1386	351.17
Gene_009131	Random_Chr_020	310570	311891	+	1321	1482
Gene_009132	Random_Chr_020	312566	313557	-	991	2793
Gene_009133	Random_Chr_020	313766	314085	-	319	2
Gene_009134	Random_Chr_020	314809	315862	-	1053	1117
Gene_009135	Random_Chr_020	317582	318611	-	1029	473
Gene_009136	Random_Chr_020	318833	320971	+	2138	713
Gene_009137	Random_Chr_020	321683	322764	+	1081	2498
Gene_009138	Random_Chr_020	322945	324291	+	1346	4
Gene_009139	Random_Chr_020	324594	325481	+	887	0
Gene_009140	Random_Chr_020	325567	326265	-	698	5
Gene_009141	Random_Chr_020	326560	329358	+	2798	981
Gene_009142	Random_Chr_020	329421	331895	-	2474	1561
Gene_009143	Random_Chr_020	333843	334766	+	923	0
Gene_009144	Random_Chr_020	334836	335681	-	845	1083
Gene_009145	Random_Chr_020	335785	336828	+	1043	1207
Gene_009146	Random_Chr_020	336888	337829	-	941	715
Gene_009147	Random_Chr_020	338935	339424	+	489	249
Gene_009148	Random_Chr_020	342556	343263	-	707	0.77
Gene_009149	Random_Chr_020	344885	347223	-	2338	91.07
Gene_009150	Random_Chr_020	348234	350187	-	1953	54
Gene_009151	Random_Chr_020	351067	351778	-	711	59
Gene_009152	Random_Chr_020	352431	353200	+	769	3707
Gene_009153	Random_Chr_020	353202	354099	-	897	2788
Gene_009154	Random_Chr_020	354887	355135	+	248	1
Gene_009155	Random_Chr_020	356124	356294	+	170	0
Gene_009156	Random_Chr_020	356444	357894	-	1450	2358
Gene_009157	Random_Chr_020	358025	358507	+	482	4
Gene_009158	Random_Chr_020	359238	366992	+	7754	663.67
Gene_009159	Random_Chr_020	373147	374694	-	1547	4
Gene_009160	Random_Chr_020	377754	379628	+	1874	84
Gene_009161	Random_Chr_020	379670	380639	-	969	1215
Gene_009162	Random_Chr_020	381377	382561	-	1184	5
Gene_009163	Random_Chr_020	382777	383268	+	491	92
Gene_009164	Random_Chr_020	384834	385500	-	666	99
Gene_009165	Random_Chr_020	386045	386518	-	473	188
Gene_009166	Random_Chr_020	387318	389223	+	1905	327.4
Gene_009167	Random_Chr_020	391635	401459	+	9824	1313
Gene_009168	Random_Chr_020	401526	404280	-	2754	2457
Gene_009169	Random_Chr_020	404643	405440	-	797	38
Gene_009170	Random_Chr_020	405771	407815	-	2044	5
Gene_009171	Random_Chr_020	408148	409313	+	1165	4
Gene_009172	Random_Chr_020	409594	410637	-	1043	153
Gene_009173	Random_Chr_020	410900	411325	+	425	13
Gene_009174	Random_Chr_020	411583	413457	+	1874	1270
Gene_009175	Random_Chr_020	413649	414788	-	1139	695
Gene_009176	Random_Chr_020	414909	416349	+	1440	1552
Gene_009177	Random_Chr_020	417151	418038	+	887	678
Gene_009178	Random_Chr_020	418123	419721	+	1598	951
Gene_009179	Random_Chr_020	420057	420308	-	251	34
Gene_009180	Random_Chr_020	421681	422175	+	494	32
Gene_009181	Random_Chr_020	422368	423652	+	1284	0
Gene_009182	Random_Chr_020	424666	425166	+	500	339
Gene_009183	Random_Chr_020	426523	427358	+	835	9
Gene_009184	Random_Chr_020	427704	428836	-	1132	528
Gene_009185	Random_Chr_020	429325	429642	+	317	47
Gene_009186	Random_Chr_020	429919	430383	-	464	302
Gene_009187	Random_Chr_020	430984	433324	-	2340	34
Gene_009188	Random_Chr_020	433365	434035	-	670	2378
Gene_009189	Random_Chr_020	434702	435529	+	827	676
Gene_009190	Random_Chr_020	435866	439661	+	3795	1405
Gene_009191	Random_Chr_020	439663	440400	-	737	340
Gene_009192	Random_Chr_020	440606	441625	-	1019	5
Gene_009193	Random_Chr_020	441813	442700	+	887	152
Gene_009194	Random_Chr_020	442796	444125	-	1329	21
Gene_009195	Random_Chr_020	444484	444756	-	272	0
Gene_009196	Random_Chr_020	444824	447139	-	2315	430
Gene_009197	Random_Chr_020	447933	449359	+	1426	44
Gene_009198	Random_Chr_020	449757	450491	-	734	28
Gene_009199	Random_Chr_020	450612	453145	+	2533	682
Gene_009200	Random_Chr_020	453437	454318	+	881	12358
Gene_009201	Random_Chr_020	454538	454846	-	308	547
Gene_009202	Random_Chr_020	458682	459102	+	420	0
Gene_009203	Random_Chr_020	461112	462598	+	1486	1
Gene_009204	Random_Chr_020	465523	468480	+	2957	312
Gene_009205	Random_Chr_020	468757	471048	+	2291	276
Gene_009206	Random_Chr_020	472080	472409	-	329	9.5
Gene_009207	Random_Chr_021	876	1432	+	556	457
Gene_009208	Random_Chr_021	1627	5051	+	3424	1533
Gene_009209	Random_Chr_021	5053	8518	+	3465	707
Gene_009210	Random_Chr_021	8520	10018	+	1498	969
Gene_009211	Random_Chr_021	10276	10759	-	483	154
Gene_009212	Random_Chr_021	10992	13680	-	2688	901
Gene_009213	Random_Chr_021	14573	16984	+	2411	13049
Gene_009214	Random_Chr_021	17129	19781	+	2652	572
Gene_009215	Random_Chr_021	19832	20871	-	1039	821
Gene_009216	Random_Chr_021	24551	25732	-	1181	11
Gene_009217	Random_Chr_021	27351	29167	-	1816	5
Gene_009218	Random_Chr_021	30798	33009	-	2211	15
Gene_009219	Random_Chr_021	34136	35709	+	1573	1324
Gene_009220	Random_Chr_021	35860	36548	+	688	675
Gene_009221	Random_Chr_021	36646	37926	-	1280	633
Gene_009222	Random_Chr_021	38491	38578	-	87	1
Gene_009223	Random_Chr_021	38986	42385	+	3399	2142
Gene_009224	Random_Chr_021	42531	43181	+	650	941
Gene_009225	Random_Chr_021	43229	44968	-	1739	24
Gene_009226	Random_Chr_021	45191	46195	+	1004	227
Gene_009227	Random_Chr_021	46702	49658	+	2956	348
Gene_009228	Random_Chr_021	52229	53041	-	812	1
Gene_009229	Random_Chr_021	53326	54438	-	1112	0
Gene_009230	Random_Chr_021	54533	55618	-	1085	0
Gene_009231	Random_Chr_021	56008	57986	-	1978	5
Gene_009232	Random_Chr_021	58304	59642	-	1338	0
Gene_009233	Random_Chr_021	59744	60666	-	922	0
Gene_009234	Random_Chr_021	60761	60834	-	73	0
Gene_009235	Random_Chr_021	61581	61928	+	347	283
Gene_009236	Random_Chr_021	62091	63000	+	909	765
Gene_009237	Random_Chr_021	63002	63219	-	217	613
Gene_009238	Random_Chr_021	63602	64667	-	1065	332
Gene_009239	Random_Chr_021	65919	66422	-	503	343
Gene_009240	Random_Chr_021	67756	67992	-	236	16
Gene_009241	Random_Chr_021	68084	69079	+	995	4
Gene_009242	Random_Chr_021	69131	69610	+	479	6
Gene_009243	Random_Chr_021	69657	72034	-	2377	1047
Gene_009244	Random_Chr_021	72263	72841	-	578	239
Gene_009245	Random_Chr_021	73501	74508	+	1007	14815
Gene_009246	Random_Chr_021	74587	76652	-	2065	1438
Gene_009247	Random_Chr_021	76872	78336	-	1464	623
Gene_009248	Random_Chr_021	78587	79734	+	1147	1257
Gene_009249	Random_Chr_021	80024	80425	-	401	17
Gene_009250	Random_Chr_021	80658	83084	-	2426	54
Gene_009251	Random_Chr_021	83393	84566	+	1173	733
Gene_009252	Random_Chr_021	84662	85460	-	798	37
Gene_009253	Random_Chr_021	85844	86490	+	646	323
Gene_009254	Random_Chr_021	86602	88674	-	2072	2751
Gene_009255	Random_Chr_021	88676	89955	-	1279	1328
Gene_009256	Random_Chr_021	92796	93736	+	940	3985
Gene_009257	Random_Chr_021	93883	95608	-	1725	23
Gene_009258	Random_Chr_021	95875	97928	-	2053	14
Gene_009259	Random_Chr_021	98511	98918	-	407	4
Gene_009260	Random_Chr_021	99095	99718	+	623	50
Gene_009261	Random_Chr_021	100606	101450	+	844	326
Gene_009262	Random_Chr_021	101503	102057	+	554	698
Gene_009263	Random_Chr_021	102582	104567	+	1985	2063
Gene_009264	Random_Chr_021	104792	105381	+	589	1752
Gene_009265	Random_Chr_021	105383	105957	-	574	0
Gene_009266	Random_Chr_021	106200	106826	-	626	0
Gene_009267	Random_Chr_021	107339	107587	+	248	0
Gene_009268	Random_Chr_021	107989	113194	-	5205	4241
Gene_009269	Random_Chr_021	115077	115579	+	502	8
Gene_009270	Random_Chr_021	117376	121026	+	3650	5207
Gene_009271	Random_Chr_021	123631	123988	-	357	886
Gene_009272	Random_Chr_021	125619	126008	-	389	658
Gene_009273	Random_Chr_021	126316	127396	-	1080	367
Gene_009274	Random_Chr_021	128601	131242	-	2641	730
Gene_009275	Random_Chr_021	131495	132799	+	1304	120
Gene_009276	Random_Chr_021	133072	134581	+	1509	1571
Gene_009277	Random_Chr_021	134583	135612	+	1029	11049
Gene_009278	Random_Chr_021	135820	136910	+	1090	1105
Gene_009279	Random_Chr_021	137566	138409	+	843	38
Gene_009280	Random_Chr_021	139009	140174	+	1165	16
Gene_009281	Random_Chr_021	140410	141732	+	1322	4669
Gene_009282	Random_Chr_021	141931	142662	+	731	1697
Gene_009283	Random_Chr_021	142706	143758	-	1052	1400
Gene_009284	Random_Chr_021	143966	146455	-	2489	4343
Gene_009285	Random_Chr_021	146457	148172	-	1715	1960
Gene_009286	Random_Chr_021	148351	151197	+	2846	2926
Gene_009287	Random_Chr_021	151199	152952	+	1753	2329
Gene_009288	Random_Chr_021	152981	155410	-	2429	706
Gene_009289	Random_Chr_021	155585	157569	+	1984	2678
Gene_009290	Random_Chr_021	157625	158030	-	405	128
Gene_009291	Random_Chr_021	161183	161764	-	581	185
Gene_009292	Random_Chr_021	162083	163207	-	1124	267
Gene_009293	Random_Chr_021	163519	164616	+	1097	1772
Gene_009294	Random_Chr_021	164882	167424	+	2542	5231
Gene_009295	Random_Chr_021	167667	168168	+	501	83
Gene_009296	Random_Chr_021	168936	171074	-	2138	3995
Gene_009297	Random_Chr_021	171521	172096	-	575	0
Gene_009298	Random_Chr_021	172186	174116	-	1930	939
Gene_009299	Random_Chr_021	174971	176375	-	1404	98
Gene_009300	Random_Chr_021	176633	178416	+	1783	203
Gene_009301	Random_Chr_021	178418	178874	+	456	48
Gene_009302	Random_Chr_021	178989	180506	+	1517	463
Gene_009303	Random_Chr_021	181362	181604	+	242	0
Gene_009304	Random_Chr_021	181786	183303	+	1517	29333
Gene_009305	Random_Chr_021	183390	185108	-	1718	8876
Gene_009306	Random_Chr_021	185382	185987	+	605	257
Gene_009307	Random_Chr_021	186272	188005	-	1733	21
Gene_009308	Random_Chr_021	188111	189854	-	1743	8
Gene_009309	Random_Chr_021	190081	192241	-	2160	529
Gene_009310	Random_Chr_021	193286	194849	+	1563	3959
Gene_009311	Random_Chr_021	194916	195843	-	927	1147
Gene_009312	Random_Chr_021	196089	196799	-	710	401
Gene_009313	Random_Chr_021	197988	200318	+	2330	728
Gene_009314	Random_Chr_021	201100	202161	+	1061	385
Gene_009315	Random_Chr_021	202933	206586	-	3653	2172
Gene_009316	Random_Chr_021	206807	207254	+	447	0
Gene_009317	Random_Chr_021	207635	208015	+	380	0
Gene_009318	Random_Chr_021	208389	209306	-	917	657
Gene_009319	Random_Chr_021	209672	214358	+	4686	2311
Gene_009320	Random_Chr_021	214360	214928	+	568	382
Gene_009321	Random_Chr_021	214945	216277	-	1332	2091
Gene_009322	Random_Chr_021	217056	218639	-	1583	1146.5
Gene_009323	Random_Chr_021	219006	221898	+	2892	1533
Gene_009324	Random_Chr_021	222183	223493	+	1310	37
Gene_009325	Random_Chr_021	224023	225043	+	1020	33
Gene_009326	Random_Chr_021	225385	226399	+	1014	621
Gene_009327	Random_Chr_021	226555	230032	+	3477	1131.5
Gene_009328	Random_Chr_021	230442	232171	+	1729	972
Gene_009329	Random_Chr_021	232173	233373	+	1200	748
Gene_009330	Random_Chr_021	233967	234572	+	605	26
Gene_009331	Random_Chr_021	235615	236008	+	393	16
Gene_009332	Random_Chr_021	236506	237750	+	1244	41
Gene_009333	Random_Chr_021	238302	239444	+	1142	45
Gene_009334	Random_Chr_021	239607	239885	-	278	0
Gene_009335	Random_Chr_021	240476	243224	-	2748	11
Gene_009336	Random_Chr_021	243389	246238	+	2849	9
Gene_009337	Random_Chr_021	246418	247578	+	1160	1
Gene_009338	Random_Chr_021	247738	250915	-	3177	892
Gene_009339	Random_Chr_021	250917	254111	-	3194	922
Gene_009340	Random_Chr_021	255148	258091	-	2943	221
Gene_009341	Random_Chr_021	258633	258705	-	72	0
Gene_009342	Random_Chr_021	259335	261932	+	2597	3238
Gene_009343	Random_Chr_021	262054	262394	-	340	85
Gene_009344	Random_Chr_021	262744	263673	+	929	45
Gene_009345	Random_Chr_021	263806	265752	-	1946	489
Gene_009346	Random_Chr_021	266137	266790	-	653	318
Gene_009347	Random_Chr_021	266868	267497	+	629	49
Gene_009348	Random_Chr_021	267620	268385	-	765	218
Gene_009349	Random_Chr_021	268414	268877	+	463	49
Gene_009350	Random_Chr_021	268925	270940	-	2015	2689
Gene_009351	Random_Chr_021	271620	272867	-	1247	59012
Gene_009352	Random_Chr_021	273424	274569	+	1145	1446
Gene_009353	Random_Chr_021	274973	275822	-	849	339
Gene_009354	Random_Chr_021	276212	277158	+	946	490
Gene_009355	Random_Chr_021	277160	279754	-	2594	2130
Gene_009356	Random_Chr_021	280017	282139	+	2122	5403
Gene_009357	Random_Chr_021	282162	283261	-	1099	1471
Gene_009358	Random_Chr_021	285668	286105	-	437	253
Gene_009359	Random_Chr_021	286474	287342	-	868	107
Gene_009360	Random_Chr_021	287769	289094	+	1325	1065
Gene_009361	Random_Chr_021	289366	290841	-	1475	2708
Gene_009362	Random_Chr_021	290843	291462	-	619	327
Gene_009363	Random_Chr_021	291728	293201	-	1473	536
Gene_009364	Random_Chr_021	293490	294390	-	900	1507
Gene_009365	Random_Chr_021	294746	296413	+	1667	785
Gene_009366	Random_Chr_021	296526	297111	-	585	64
Gene_009367	Random_Chr_021	297207	299141	-	1934	1100
Gene_009368	Random_Chr_021	299300	300957	-	1657	1800
Gene_009369	Random_Chr_021	301135	302139	-	1004	1328
Gene_009370	Random_Chr_021	302656	304538	+	1882	1856
Gene_009371	Random_Chr_021	304540	305094	-	554	184
Gene_009372	Random_Chr_021	305556	307244	-	1688	3602
Gene_009373	Random_Chr_021	307567	307977	-	410	961.67
Gene_009374	Random_Chr_021	308373	308684	+	311	603
Gene_009375	Random_Chr_021	308920	311424	+	2504	1174
Gene_009376	Random_Chr_021	311840	316660	-	4820	5049
